state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,day_minutes,day_calls,day_charge,eve_minutes,eve_calls,eve_charge,night_minutes,night_calls,night_charge,intl_minutes,intl_calls,intl_charge,customer_service_calls,churn,total_minutes_domestic,total_minutes_all,total_charge_domestic,total_charge_all,total_calls_domestic,total_calls_all,customer_satisfaction
TX,159,415,0,0,0,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,10.5,10,2.84,1,0,536.5,547.0,46.24,49.08,293,303,0.33003300330033003
MD,102,415,0,0,0,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,10.3,5,2.78,1,0,612.3,622.5999999999999,68.32000000000001,71.10000000000001,318,323,0.30959752321981426
CT,107,408,0,0,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,0,519.9000000000001,534.3000000000001,43.89,47.78,344,347,0.2881844380403458
SC,106,408,0,0,0,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,2,3.08,2,0,384.6,396.0,32.629999999999995,35.709999999999994,314,316,0.6329113924050633
MI,225,415,0,0,0,165.4,106,28.12,273.7,109,23.26,210.0,93,9.45,8.7,3,2.35,0,1,649.1,657.8000000000001,60.83,63.18,308,311,0.0
SD,75,408,0,0,0,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,16.4,3,4.43,2,0,474.2,490.59999999999997,47.449999999999996,51.879999999999995,275,278,0.7194244604316548
CO,86,415,0,0,0,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,7,3.05,0,0,661.2,672.5,65.57,68.61999999999999,258,265,0.0
ID,169,415,0,0,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1,0,593.5,606.8,61.65,65.24,261,271,0.36900369003690037
AZ,122,510,0,1,22,204.5,92,34.77,139.6,121,11.87,205.0,103,9.23,8.6,5,2.32,2,0,549.1,557.7,55.870000000000005,58.190000000000005,316,321,0.6230529595015576
FL,106,408,0,0,0,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,2,2.59,0,0,685.3,694.9,63.03,65.62,371,373,0.0
MN,52,415,0,1,32,130.1,68,22.12,247.2,77,21.01,289.4,87,13.02,13.5,5,3.65,2,0,666.6999999999999,680.1999999999999,56.150000000000006,59.800000000000004,232,237,0.8438818565400843
DE,79,415,0,1,34,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4.0,2,0,596.6,611.4,49.269999999999996,53.269999999999996,280,284,0.7042253521126761
MI,135,415,0,0,0,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,5.9,3,1.59,2,0,634.2,640.1,65.6,67.19,313,316,0.6329113924050633
MS,70,408,0,0,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0,0,567.0,575.9,54.75,57.15,301,305,0.0
MA,80,408,0,0,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10.0,2,2.7,2,0,563.0999999999999,573.0999999999999,52.35000000000001,55.05000000000001,257,259,0.7722007722007722
CA,37,415,0,0,0,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,1,3.48,0,0,527.8,540.6999999999999,52.81,56.29,299,300,0.0
MN,161,415,0,1,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,4,1.97,1,0,536.3,543.5999999999999,55.959999999999994,57.92999999999999,291,295,0.3389830508474576
VT,137,510,0,0,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13.0,0.0,0,0.0,1,0,582.1,582.1,46.22,46.22,255,255,0.39215686274509803
CT,123,415,0,0,0,128.7,126,21.88,117.6,94,10.0,198.4,132,8.93,10.8,5,2.92,0,0,444.7,455.5,40.81,43.730000000000004,352,357,0.0
WV,80,415,0,1,38,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,10,2.57,2,0,643.6,653.1,66.44,69.00999999999999,239,249,0.8032128514056224
WV,94,415,0,0,0,85.9,113,14.6,226.7,91,19.27,279.6,110,12.58,15.6,16,4.21,0,0,592.2,607.8000000000001,46.449999999999996,50.66,314,330,0.0
NE,105,415,0,1,27,141.2,96,24.0,167.7,94,14.25,274.4,101,12.35,11.4,2,3.08,1,0,583.3,594.6999999999999,50.6,53.68,291,293,0.3412969283276451
NC,73,415,0,1,31,194.4,104,33.05,176.0,84,14.96,230.1,110,10.35,11.5,3,3.11,0,0,600.5,612.0,58.36,61.47,298,301,0.0
NE,112,415,0,0,0,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,2,0,603.5,620.8,54.28,58.95,297,300,0.6666666666666667
IL,179,408,0,0,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1,0,590.1,596.2,62.44,64.09,300,304,0.3289473684210526
MA,57,510,0,0,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1,0,604.4,614.5,54.34,57.07,260,269,0.37174721189591076
AZ,127,415,0,1,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1,0,534.7,546.3000000000001,48.75,51.88,267,268,0.3731343283582089
SD,122,415,1,1,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,4,3.43,1,0,652.0,664.7,66.38,69.81,269,273,0.3663003663003663
MT,33,510,0,1,35,161.9,85,27.52,151.2,82,12.85,191.0,131,8.59,8.5,2,2.3,1,0,504.1,512.6,48.959999999999994,51.25999999999999,298,300,0.33333333333333337
VT,94,408,0,0,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,6,2.81,3,0,496.0,506.4,45.36,48.17,247,253,1.185770750988142
UT,100,408,0,0,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,10,2.75,1,0,562.4,572.6,55.559999999999995,58.309999999999995,371,381,0.26246719160104987
HI,106,415,0,0,0,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,5,2.38,2,0,519.3000000000001,528.1,50.22,52.6,276,281,0.7117437722419928
DC,148,415,0,1,38,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,4,4.46,2,0,435.4,451.9,50.4,54.86,288,292,0.684931506849315
WI,120,415,0,1,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0,0,733.4000000000001,744.0000000000001,76.44000000000001,79.30000000000001,312,318,0.0
UT,91,415,0,1,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1,0,581.5,587.1,58.58,60.089999999999996,294,305,0.32786885245901637
WA,86,510,0,0,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9.0,2,2.43,1,0,542.0,551.0,48.019999999999996,50.449999999999996,283,285,0.3508771929824561
SD,78,415,0,1,25,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,2,3.56,0,0,704.8,718.0,68.22,71.78,259,261,0.0
MT,94,510,0,0,0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,5,3.4,1,0,560.6,573.2,51.410000000000004,54.81,329,334,0.29940119760479045
NJ,85,415,0,0,0,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2,1,743.7,755.1,70.98,74.06,284,291,0.6872852233676976
CT,89,415,0,0,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1,0,444.2,451.4,36.96,38.9,227,231,0.4329004329004329
VA,128,415,0,0,0,216.0,111,36.72,153.7,115,13.06,227.0,74,10.22,12.7,4,3.43,1,0,596.7,609.4000000000001,60.0,63.43,300,304,0.3289473684210526
NC,115,415,1,0,0,180.0,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,3,3.35,1,0,595.9,608.3,57.269999999999996,60.62,315,318,0.3144654088050315
AK,76,415,0,0,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1,0,555.9,561.6999999999999,49.9,51.47,258,264,0.3787878787878788
MD,75,415,0,1,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1,0,608.1999999999999,619.4999999999999,63.349999999999994,66.39999999999999,312,319,0.3134796238244514
IL,90,415,0,1,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3.0,2,0,557.4,568.5,57.06,60.06,339,344,0.5813953488372093
CT,30,408,0,0,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3,0,487.3,493.1,45.61,47.18,314,324,0.9259259259259258
KS,105,415,1,0,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,1,807.8,818.6999999999999,81.73,84.67,312,319,0.3134796238244514
MA,102,415,0,1,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,2,1.7,3,0,434.7,441.0,40.87,42.57,268,270,1.1111111111111112
NJ,83,415,0,0,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,0,525.6,534.2,52.72,55.04,251,255,1.1764705882352942
AR,63,510,0,1,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0,0,583.9000000000001,592.1000000000001,61.07,63.28,314,319,0.0
MS,155,408,0,0,0,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,4,4.08,2,0,525.9,541.0,52.19,56.269999999999996,304,308,0.6493506493506493
ND,82,415,0,1,29,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,2,2.38,2,0,378.00000000000006,386.80000000000007,42.89,45.27,284,286,0.6993006993006993
IN,87,510,0,0,0,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,3,3.62,1,0,616.0999999999999,629.4999999999999,59.620000000000005,63.24,306,309,0.3236245954692557
MI,115,415,0,1,26,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,4,1.22,0,0,647.7,652.2,57.78,59.0,343,347,0.0
AR,99,510,1,0,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0,1,756.3000000000001,767.6,78.36,81.41,297,300,0.0
VT,121,415,1,1,44,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,8.7,4,2.35,3,0,630.5,639.2,67.35000000000001,69.7,364,368,0.8152173913043478
WV,54,510,0,1,33,112.0,90,19.04,208.0,112,17.68,150.3,83,6.76,11.3,4,3.05,2,0,470.3,481.6,43.48,46.529999999999994,285,289,0.6920415224913495
ME,105,408,0,0,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,0,497.0,510.3,47.5,51.09,246,251,1.1952191235059761
IA,73,415,0,0,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1,0,539.3,550.4,49.84,52.84,336,340,0.29411764705882354
CT,95,415,0,0,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0,0,759.9000000000001,770.0000000000001,68.43,71.16000000000001,356,359,0.0
NM,21,415,0,1,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,0,491.99999999999994,504.8999999999999,46.910000000000004,50.39,273,280,1.0714285714285714
OR,163,408,0,1,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2,0,672.7,686.5,66.13,69.86,286,294,0.6802721088435374
VT,57,415,0,0,0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0,0,689.6999999999999,700.9,61.620000000000005,64.64,291,295,0.0
RI,104,408,1,0,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,4,0,760.9,773.5,66.05,69.45,266,271,1.4760147601476015
RI,83,415,0,1,20,95.0,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,0,463.5,474.7,39.449999999999996,42.47,260,262,0.0
NM,141,415,0,0,0,160.1,87,27.22,256.7,120,21.82,270.0,107,12.15,7.0,1,1.89,2,0,686.8,693.8,61.19,63.08,314,315,0.6349206349206349
AL,95,415,0,0,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3,0,600.8,604.5999999999999,60.669999999999995,61.699999999999996,312,314,0.9554140127388535
MT,184,415,0,0,0,236.4,73,40.19,287.3,120,24.42,192.0,94,8.64,13.8,4,3.73,1,1,715.7,729.5,73.25,76.98,287,291,0.3436426116838488
CT,74,408,0,0,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2,0,650.5999999999999,658.1999999999999,57.44,59.489999999999995,208,211,0.9478672985781991
TN,67,415,0,0,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0,0,625.8,636.6999999999999,57.57,60.51,308,312,0.0
ID,104,415,1,0,0,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11.0,4,2.97,0,0,569.3,580.3,50.61,53.58,324,328,0.0
TX,71,415,0,1,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,0,565.0,576.9,56.699999999999996,59.91,323,329,0.303951367781155
NH,149,415,0,0,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4,1,492.2,504.4,43.78,47.07,317,323,1.238390092879257
ND,154,408,0,1,35,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,9.6,2,2.59,0,0,579.1,588.7,61.739999999999995,64.33,301,303,0.0
SC,138,510,0,1,21,19.5,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,1,2.13,0,0,340.1,348.0,23.39,25.52,369,370,0.0
KS,117,415,0,0,0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1,0,566.5,576.1,58.54,61.129999999999995,297,305,0.32786885245901637
ME,130,408,0,0,0,176.3,140,29.97,201.0,104,17.09,161.9,123,7.29,11.3,5,3.05,1,0,539.2,550.5,54.35,57.4,367,372,0.2688172043010753
RI,73,415,0,0,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3.0,2,0,580.0,591.1,63.050000000000004,66.05000000000001,370,372,0.5376344086021506
WI,100,510,0,1,38,224.7,121,38.2,294.0,131,24.99,290.0,61,13.05,9.8,6,2.65,0,0,808.7,818.5,76.24,78.89,313,319,0.0
NC,149,510,0,0,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1,0,519.8000000000001,528.4000000000001,57.230000000000004,59.550000000000004,280,284,0.35211267605633806
OH,29,408,0,0,0,196.8,81,33.46,168.0,110,14.28,132.6,98,5.97,12.7,7,3.43,2,0,497.4,510.09999999999997,53.71,57.14,289,296,0.6756756756756757
WY,131,510,0,0,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1,0,417.0,432.8,37.25,41.519999999999996,278,287,0.34843205574912894
NJ,153,510,0,0,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8.0,3,2.16,2,0,593.6,601.6,52.96,55.120000000000005,319,322,0.6211180124223602
ND,84,510,0,0,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2,0,558.7,571.9000000000001,61.57,65.13,387,392,0.5102040816326531
WI,133,510,0,0,0,187.0,65,31.79,141.4,128,12.02,238.2,108,10.72,10.0,8,2.7,2,0,566.5999999999999,576.5999999999999,54.53,57.230000000000004,301,309,0.6472491909385114
KY,112,415,0,0,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0,0,551.7,562.9000000000001,53.87,56.89,333,339,0.0
NY,87,415,0,0,0,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,9.5,3,2.57,0,0,651.5,661.0,61.37,63.94,270,273,0.0
MO,72,415,0,0,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12.0,5,3.24,2,0,611.9,623.9,57.7,60.940000000000005,331,336,0.5952380952380952
AZ,66,510,0,0,0,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,1,504.79999999999995,514.3,49.93000000000001,52.50000000000001,354,357,1.1204481792717087
MN,65,510,0,1,29,158.1,104,26.88,322.2,81,27.39,210.0,96,9.45,8.9,6,2.4,1,0,690.3,699.1999999999999,63.72,66.12,281,287,0.34843205574912894
CO,74,415,0,0,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2,0,682.0999999999999,691.1999999999999,67.44,69.89999999999999,308,310,0.6451612903225806
MD,116,408,0,0,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6,1,506.7,516.4,49.91,52.529999999999994,238,240,2.5
AR,68,510,0,0,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2,0,486.09999999999997,497.79999999999995,49.019999999999996,52.17999999999999,284,285,0.7017543859649122
TN,68,415,0,0,0,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,11.0,3,2.97,3,0,600.6,611.6,61.91,64.88,295,298,1.006711409395973
DE,54,415,1,0,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,10.1,3,2.73,1,0,643.5,653.6,65.34,68.07000000000001,246,249,0.4016064257028112
TN,99,408,0,0,0,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,3,2.03,1,0,422.9,430.4,32.81,34.84,320,323,0.30959752321981426
WI,107,408,0,0,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,3,1.97,3,0,619.6,626.9,51.61,53.58,277,280,1.0714285714285714
WV,124,510,0,0,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,0,518.0999999999999,528.5999999999999,53.42,56.260000000000005,253,259,0.3861003861003861
CT,95,415,0,1,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,0,831.0,842.3,84.24000000000001,87.29,327,330,0.9090909090909091
MN,173,510,0,0,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0,1,657.3,667.1999999999999,74.63,77.3,396,398,0.0
MO,110,408,0,0,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1,0,543.3,556.8,56.52,60.17,270,274,0.36496350364963503
VA,102,510,0,0,0,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0,0,681.7,690.2,61.97,64.27,325,330,0.0
NH,130,408,0,0,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0,0,433.20000000000005,443.6,35.78,38.59,335,339,0.0
OK,91,408,0,1,31,273.0,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,2,2.59,1,0,593.2,602.8000000000001,69.43999999999998,72.02999999999999,290,292,0.3424657534246575
CT,64,415,1,0,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1,1,473.1,490.40000000000003,53.78,58.45,353,362,0.2762430939226519
TN,176,415,0,1,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,7.2,6,1.94,1,0,623.5,630.7,69.96000000000001,71.9,308,314,0.3184713375796179
MD,93,510,1,0,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3.0,1,1,506.8,517.9,48.02,51.02,287,289,0.34602076124567477
WI,84,510,0,1,12,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1,0,394.1,404.8,34.49,37.38,274,276,0.36231884057971014
SD,138,510,0,0,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5.0,3,1.35,3,0,582.5,587.5,52.01,53.36,283,286,1.048951048951049
ND,101,415,0,1,28,105.9,132,18.0,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1,0,618.9000000000001,629.6000000000001,50.349999999999994,53.239999999999995,359,364,0.27472527472527475
VA,136,408,0,0,0,142.3,79,24.19,158.0,113,13.43,177.5,75,7.99,6.0,11,1.62,2,0,477.8,483.8,45.61000000000001,47.230000000000004,267,278,0.7194244604316548
UT,111,510,0,0,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,3,1.73,2,0,575.8,582.1999999999999,55.36000000000001,57.09,281,284,0.7042253521126761
MA,132,408,0,1,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,0,489.50000000000006,503.20000000000005,53.519999999999996,57.22,260,265,0.0
SD,128,415,0,0,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3,0,573.2,587.9000000000001,64.01,67.98,263,265,1.1320754716981132
AL,92,408,0,1,38,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,8.9,1,2.4,1,0,611.9,620.8,64.19,66.59,348,349,0.28653295128939826
AL,197,415,1,0,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5,1,523.5,537.2,48.37,52.07,290,295,1.694915254237288
WV,191,408,0,0,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,0,613.6,624.5,57.51,60.449999999999996,307,314,0.3184713375796179
SC,99,415,0,1,33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,2,0,583.0999999999999,593.6999999999999,58.17,61.03,291,292,0.684931506849315
FL,106,415,0,1,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,0,436.4,448.7,49.25000000000001,52.57000000000001,336,340,0.8823529411764706
KY,88,415,0,0,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,0,692.3,698.6999999999999,62.019999999999996,63.74999999999999,228,232,0.8620689655172413
UT,78,415,0,0,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,0,494.79999999999995,504.99999999999994,53.29,56.04,309,310,0.0
NY,98,408,0,0,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,0,536.1,543.9,52.58,54.69,316,322,0.3105590062111801
MS,17,408,0,1,35,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,8.1,10,2.19,1,0,679.0,687.1,66.2,68.39,327,337,0.2967359050445104
NH,56,415,0,1,24,121.7,87,20.69,184.0,76,15.64,266.6,98,12.0,12.7,3,3.43,1,0,572.3,585.0,48.33,51.76,261,264,0.3787878787878788
VA,84,415,0,0,0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,6,3.78,2,0,713.5999999999999,727.5999999999999,59.5,63.28,239,245,0.8163265306122449
VT,95,510,0,0,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,3,3.7,2,0,545.0,558.7,56.699999999999996,60.4,262,265,0.7547169811320755
WY,16,415,0,0,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,0,627.2,637.7,61.3,64.14,285,293,1.7064846416382253
NV,76,510,1,0,0,241.0,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,1,693.0,702.9,70.58,73.25,283,284,0.35211267605633806
WV,93,415,0,0,0,141.7,95,24.09,221.0,100,18.79,227.1,71,10.22,10.2,3,2.75,0,0,589.8,600.0,53.099999999999994,55.849999999999994,266,269,0.0
WA,83,408,0,0,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,0,463.5,471.2,44.400000000000006,46.480000000000004,297,302,0.6622516556291391
KS,123,415,0,0,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9.0,10,2.43,1,0,580.7,589.7,56.5,58.93,247,257,0.38910505836575876
VT,64,408,0,0,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,0,647.3,656.1999999999999,56.45,58.85,317,325,0.3076923076923077
OK,82,510,0,0,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,1,805.2,815.8000000000001,85.8,88.66,295,301,0.0
GA,107,510,0,0,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,0,559.1,571.8000000000001,56.92999999999999,60.35999999999999,334,335,0.5970149253731344
CO,110,510,0,0,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,0,597.4000000000001,604.5000000000001,54.28,56.2,304,308,0.3246753246753247
AK,96,408,0,1,29,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,0,537.5,546.0,49.309999999999995,51.60999999999999,221,224,0.4464285714285714
TN,47,415,0,1,30,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,4,3.48,2,0,664.0,676.9,64.11,67.59,351,355,0.5633802816901409
KY,115,510,0,0,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,0,394.20000000000005,408.30000000000007,36.0,39.81,302,306,0.6535947712418301
PA,69,415,0,0,0,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,10.8,5,2.92,3,0,479.4,490.2,45.19,48.11,257,262,1.1450381679389312
CT,163,408,0,1,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,3,3.32,2,0,712.2,724.5,69.5,72.82,221,224,0.8928571428571428
CT,90,415,0,0,0,37.8,80,6.43,155.3,105,13.2,175.0,111,7.88,14.2,5,3.83,3,0,368.1,382.3,27.509999999999998,31.339999999999996,296,301,0.9966777408637874
MN,98,415,0,0,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,0,434.5,445.0,36.11,38.95,320,324,0.9259259259259258
WY,90,408,0,1,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1,0,511.29999999999995,522.6999999999999,43.620000000000005,46.7,245,250,0.4
PA,174,415,0,1,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,0,654.2,666.6,65.59,68.94,367,376,0.26595744680851063
OR,95,415,0,0,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,1,682.0,689.3,73.66,75.63,301,305,0.6557377049180327
PA,79,415,0,0,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,1,718.4000000000001,724.7,73.28999999999999,74.99,313,320,0.3125
OK,123,415,0,1,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,5,3.38,1,0,620.9,633.4,62.74,66.12,356,361,0.2770083102493075
VT,99,415,0,0,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,1,588.5,600.0,49.65,52.76,284,291,2.405498281786942
ID,114,415,0,0,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,0,689.5999999999999,702.8999999999999,64.11999999999999,67.71,322,327,0.6116207951070336
PA,141,510,0,0,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,0,570.0,582.4,60.620000000000005,63.970000000000006,301,307,0.32573289902280134
NM,132,408,0,0,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,0,585.4,596.9,55.95,59.06,307,309,0.3236245954692557
FL,133,510,0,0,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6.0,4,1.62,0,0,657.4000000000001,663.4000000000001,61.57,63.19,281,285,0.0
TX,133,408,0,0,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,0,543.0999999999999,551.4999999999999,58.49,60.760000000000005,357,360,1.1111111111111112
VT,93,510,0,1,32,218.7,117,37.18,115.0,61,9.78,192.7,85,8.67,9.4,5,2.54,2,0,526.4,535.8,55.63,58.17,263,268,0.7462686567164178
